Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Profit,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit Ratio,Quantity,Sales
Technology,Peoria,United States,Steven Cartwright,Imation,17-08-2016,CA-2016-119627,85345,Imation Clip USB flash drive - 8 GB,-$5.00,West,Consumer,23-08-2016,Standard Class,Arizona,Accessories,0.2,1,-0.18,2,30
Technology,Phoenix,United States,Adrian Barton,Sony,19-09-2018,CA-2018-153822,85023,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,$4.00,West,Consumer,25-09-2018,Standard Class,Arizona,Accessories,0.2,1,0.05,2,90
Technology,Mesa,United States,Maurice Satty,Other,12-11-2017,CA-2017-134348,85204,Micropad Numeric Keypads,$2.00,West,Consumer,19-11-2017,Standard Class,Arizona,Accessories,0.2,1,0.06,2,32
Technology,Fort Collins,United States,Arthur Prichep,Belkin,23-09-2018,US-2018-132059,80525,Belkin F8E887 USB Wired Ergonomic Keyboard,$1.00,West,Consumer,29-09-2018,Standard Class,Colorado,Accessories,0.2,1,0.01,2,48
Technology,Los Angeles,United States,Karl Braun,Hewlett-Packard,09-03-2018,CA-2018-147354,90008,Hewlett Packard 310 Color Digital Copier,$60.00,West,Consumer,13-03-2018,Standard Class,California,Copiers,0.2,1,0.13,2,480
Technology,San Francisco,United States,John Lucas,Canon,06-03-2016,CA-2016-142944,94122,Canon PC1060 Personal Laser Copier,$378.00,West,Consumer,11-03-2016,Standard Class,California,Copiers,0.2,1,0.34,2,1120
Technology,Los Angeles,United States,Clay Ludtke,Okidata,28-05-2017,CA-2017-134803,90004,Okidata C331dn Printer,$42.00,West,Consumer,03-06-2017,Standard Class,California,Machines,0.2,1,0.08,2,558
Technology,San Diego,United States,Cindy Chapman,Okidata,04-11-2017,CA-2017-158260,92037,Okidata B400 Printer,$77.00,West,Consumer,08-11-2017,Standard Class,California,Machines,0.2,1,0.11,2,686
Technology,Los Angeles,United States,Arthur Prichep,Other,29-09-2015,CA-2015-146969,90045,Star Micronics TSP800 TSP847IIU Receipt Printer,$223.00,West,Consumer,03-10-2015,Standard Class,California,Machines,0.2,1,0.33,2,686
Technology,Seattle,United States,Corey-Lock,Okidata,02-08-2016,CA-2016-147501,98105,Okidata C331dn Printer,$42.00,West,Consumer,06-08-2016,Standard Class,Washington,Machines,0.2,1,0.08,2,558
Technology,Phoenix,United States,Adrian Barton,Polycom,19-09-2018,CA-2018-153822,85023,Polycom VoiceStation 500 Conference phone,$29.00,West,Consumer,25-09-2018,Standard Class,Arizona,Phones,0.2,1,0.06,2,472
Technology,Phoenix,United States,Maribeth Schnelling,Clearsounds,24-12-2016,CA-2016-120103,85023,ClearSounds CSC500 Amplified Spirit Phone Corded phone,$11.00,West,Consumer,29-12-2016,Standard Class,Arizona,Phones,0.2,1,0.1,2,112
Technology,Bakersfield,United States,Anthony Witt,Other,02-09-2018,CA-2018-123001,93309,Ooma Telo VoIP Home Phone System,$13.00,West,Consumer,08-09-2018,Standard Class,California,Phones,0.2,1,0.06,2,202
Technology,Costa Mesa,United States,Dave Brooks,Other,26-02-2018,CA-2018-121258,92627,Aastra 57i VoIP phone,$19.00,West,Consumer,03-03-2018,Standard Class,California,Phones,0.2,1,0.08,2,259
Technology,San Diego,United States,Naresj Patel,AT&T,06-12-2016,CA-2016-143490,92105,AT&T 1080 Corded phone,$19.00,West,Consumer,13-12-2016,Standard Class,California,Phones,0.2,1,0.09,2,219
Technology,Long Beach,United States,Christine Sundaresam,Plantronics,23-06-2016,CA-2016-139164,90805,"Plantronics CS 50-USB - headset - Convertible, Monaural",$19.00,West,Consumer,28-06-2016,Standard Class,California,Phones,0.2,1,0.09,2,218
Technology,San Francisco,United States,Herbert Flentye,Polycom,21-09-2015,CA-2015-153969,94109,Polycom CX300 Desktop Phone USB VoIP phone,$24.00,West,Consumer,25-09-2015,Standard Class,California,Phones,0.2,1,0.1,2,240
Technology,Woodland,United States,Bill Donatelli,Polycom,18-09-2017,CA-2017-110086,95695,Polycom CX300 Desktop Phone USB VoIP phone,$24.00,West,Consumer,22-09-2017,Standard Class,California,Phones,0.2,1,0.1,2,240
Technology,San Francisco,United States,Shahid Hopkins,AT&T,02-11-2015,CA-2015-115889,94122,AT&T CL82213,$5.00,West,Consumer,06-11-2015,Standard Class,California,Phones,0.2,1,0.11,2,46
Technology,San Francisco,United States,Jamie Kunitz,Other,30-10-2018,CA-2018-123491,94122,Geemarc AmpliPOWER60,$17.00,West,Consumer,05-11-2018,Standard Class,California,Phones,0.2,1,0.11,2,148
Technology,San Francisco,United States,Alan Hwang,Other,29-11-2015,CA-2015-153983,94122,Wilson SignalBoost 841262 DB PRO Amplifier Kit,$72.00,West,Consumer,06-12-2015,Standard Class,California,Phones,0.2,1,0.13,2,576
Technology,Louisville,United States,Larry Tron,Other,12-05-2016,US-2016-122910,80027,VTech DS6151,$20.00,West,Consumer,16-05-2016,Standard Class,Colorado,Phones,0.2,1,0.1,2,202
Technology,Great Falls,United States,Michelle Moray,AT&T,11-04-2015,CA-2015-110555,59405,AT&T SB67148 SynJ,$9.00,West,Consumer,18-04-2015,Standard Class,Montana,Phones,0.2,1,0.09,2,106
Technology,North Las Vegas,United States,Kunst Miller,Apple,26-07-2015,CA-2015-126760,89031,Apple iPhone 5S,$114.00,West,Consumer,02-08-2015,Standard Class,Nevada,Phones,0.2,1,0.13,2,912
Technology,Seattle,United States,John Castell,Motorola,18-10-2016,CA-2016-127824,98115,Motorola L703CM,$16.00,West,Consumer,22-10-2016,Standard Class,Washington,Phones,0.2,1,0.06,2,250
Technology,Seattle,United States,Shaun Weien,Samsung,27-09-2017,CA-2017-140249,98103,Samsung Galaxy S4,$125.00,West,Consumer,03-10-2017,Standard Class,Washington,Phones,0.2,1,0.13,2,1002
Technology,Glendale,United States,Maria Bertelson,SanDisk,08-08-2015,CA-2015-151708,85301,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,-$11.00,West,Consumer,14-08-2015,Standard Class,Arizona,Accessories,0.2,1,-0.11,3,96
Technology,Long Beach,United States,Dan Lawera,Canon,25-09-2017,US-2017-125402,90805,Canon PC-428 Personal Copier,$162.00,West,Consumer,01-10-2017,Standard Class,California,Copiers,0.2,1,0.34,3,480
Technology,Los Angeles,United States,Charles Crestani,Other,30-01-2016,CA-2016-121797,90049,Bady BDG101FRU Card Printer,$216.00,West,Consumer,06-02-2016,Standard Class,California,Machines,0.2,1,0.11,3,1920
Technology,Santa Ana,United States,Stewart Visinsky,Fellowes,26-05-2017,CA-2017-148852,92704,Fellowes Powershred HS-440 4-Sheet High Security Shredder,$116.00,West,Consumer,31-05-2017,Standard Class,California,Machines,0.2,1,0.31,3,372
Technology,Los Angeles,United States,John Dryer,Other,02-04-2016,US-2016-159513,90049,"Vtech AT&T CL2940 Corded Speakerphone, Black",$24.00,West,Consumer,09-04-2016,Standard Class,California,Machines,0.2,1,0.34,3,72
Technology,Seattle,United States,Maxwell Schwartz,Okidata,23-08-2017,CA-2017-150350,98105,Okidata C331dn Printer,$63.00,West,Consumer,30-08-2017,Standard Class,Washington,Machines,0.2,1,0.08,3,838
Technology,Los Angeles,United States,Bill Donatelli,AT&T,15-08-2017,CA-2017-167241,90004,AT&T 841000 Phone,$10.00,West,Consumer,22-08-2017,Standard Class,California,Phones,0.2,1,0.06,3,166
Technology,Long Beach,United States,Christine Sundaresam,Other,23-06-2016,CA-2016-139164,90805,JBL Micro Wireless Portable Bluetooth Speaker,$9.00,West,Consumer,28-06-2016,Standard Class,California,Phones,0.2,1,0.06,3,144
Technology,Westminster,United States,Jeremy Lonsdale,Polycom,07-08-2018,CA-2018-156776,92683,Polycom VoiceStation 500 Conference phone,$44.00,West,Consumer,11-08-2018,Standard Class,California,Phones,0.2,1,0.06,3,708
Technology,Los Angeles,United States,Thea Hendricks,RCA,20-01-2018,CA-2018-161809,90045,RCA Visys Integrated PBX 8-Line Router,$10.00,West,Consumer,26-01-2018,Standard Class,California,Phones,0.2,1,0.06,3,161
Technology,Anaheim,United States,Brian DeCherney,Other,31-12-2017,CA-2017-100202,92804,Adtran 1202752G1,$23.00,West,Consumer,05-01-2018,Standard Class,California,Phones,0.2,1,0.08,3,302
Technology,Los Angeles,United States,James Galang,Other,29-12-2018,CA-2018-118885,90049,Adtran 1202752G1,$23.00,West,Consumer,02-01-2019,Standard Class,California,Phones,0.2,1,0.08,3,302
Technology,Redding,United States,Emily Burns,Other,08-11-2015,US-2015-126340,96003,Toshiba IPT2010-SD IP Telephone,$25.00,West,Consumer,14-11-2015,Standard Class,California,Phones,0.2,1,0.08,3,334
Technology,Inglewood,United States,Khloe Miller,Panasonic,15-12-2018,CA-2018-154116,90301,Panasonic KX TS3282B Corded phone,$15.00,West,Consumer,19-12-2018,Standard Class,California,Phones,0.2,1,0.08,3,197
Technology,Los Angeles,United States,Annie Zypern,Logitech,22-04-2016,CA-2016-151253,90008,"Logitech B530 USB Headset - headset - Full size, Binaural",$8.00,West,Consumer,26-04-2016,Standard Class,California,Phones,0.2,1,0.09,3,89
Technology,Los Angeles,United States,Greg Matthias,Avaya,09-06-2017,US-2017-139710,90045,Avaya 4621SW VoIP phone,$20.00,West,Consumer,15-06-2017,Standard Class,California,Phones,0.2,1,0.11,3,177
Technology,Westminster,United States,Toby Carlisle,GE,14-07-2018,CA-2018-121048,92683,GE 30524EE4,$53.00,West,Consumer,18-07-2018,Standard Class,California,Phones,0.2,1,0.11,3,470
Technology,San Francisco,United States,Raymond Buch,Panasonic,14-07-2017,CA-2017-109953,94122,Panasonic Kx-TS550,$12.00,West,Consumer,18-07-2017,Standard Class,California,Phones,0.2,1,0.11,3,110
Technology,Los Angeles,United States,Clay Ludtke,Cisco,30-12-2016,CA-2016-135580,90049,Cisco SPA 502G IP Phone,$36.00,West,Consumer,03-01-2017,Standard Class,California,Phones,0.2,1,0.13,3,288
Technology,Los Angeles,United States,Cassandra Brandow,Other,28-08-2016,CA-2016-121188,90049,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,$15.00,West,Consumer,04-09-2016,Standard Class,California,Phones,0.2,1,0.35,3,43
Technology,San Francisco,United States,Tamara Manning,Panasonic,20-01-2018,CA-2018-144589,94122,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,$130.00,West,Consumer,25-01-2018,Standard Class,California,Phones,0.2,1,0.36,3,360
Technology,Englewood,United States,Chad Sievert,AT&T,28-08-2017,US-2017-144211,80112,AT&T 17929 Lendline Telephone,$8.00,West,Consumer,02-09-2017,Standard Class,Colorado,Phones,0.2,1,0.08,3,109
Technology,Portland,United States,Natalie DeCherney,Plantronics,01-11-2015,CA-2015-148915,97206,Plantronics Voyager Pro HD - Bluetooth Headset,$55.00,West,Consumer,05-11-2015,Standard Class,Oregon,Phones,0.2,1,0.35,3,156
Technology,Salem,United States,Tim Brockman,Samsung,08-12-2015,CA-2015-129364,97301,Samsung HM1900 Bluetooth Headset,$20.00,West,Consumer,13-12-2015,Standard Class,Oregon,Phones,0.2,1,0.38,3,53
Technology,Seattle,United States,Greg Tran,Other,06-12-2017,US-2017-169040,98105,Google Nexus 5,$27.00,West,Consumer,12-12-2017,Standard Class,Washington,Phones,0.2,1,0.06,3,432
Technology,Seattle,United States,Bill Donatelli,Logitech,10-06-2018,CA-2018-158071,98103,"Logitech B530 USB Headset - headset - Full size, Binaural",$8.00,West,Consumer,15-06-2018,Standard Class,Washington,Phones,0.2,1,0.09,3,89
Technology,Avondale,United States,Philip Brown,Memorex,30-11-2015,CA-2015-146843,85323,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",-$17.00,West,Consumer,06-12-2015,Standard Class,Arizona,Accessories,0.2,1,-0.16,4,102
Technology,Peoria,United States,Steven Cartwright,First Data,17-08-2016,CA-2016-119627,85345,First Data FD10 PIN Pad,-$32.00,West,Consumer,23-08-2016,Standard Class,Arizona,Accessories,0.2,1,-0.13,4,253
Technology,Colorado Springs,United States,Irene Maddox,Logitech,11-12-2016,CA-2016-104346,80906,Logitech Keyboard K120,-$7.00,West,Consumer,16-12-2016,Standard Class,Colorado,Accessories,0.2,1,-0.11,4,58
Technology,Louisville,United States,Alan Barnes,Belkin,10-05-2016,CA-2016-144043,80027,Belkin Standard 104 key USB Keyboard,-$3.00,West,Consumer,15-05-2016,Standard Class,Colorado,Accessories,0.2,1,-0.06,4,47
Technology,Los Angeles,United States,William Brown,Hewlett-Packard,04-11-2015,CA-2015-125829,90045,Hewlett-Packard Deskjet D4360 Printer,$140.00,West,Consumer,11-11-2015,Standard Class,California,Machines,0.2,1,0.31,4,448
Technology,Los Angeles,United States,John Lee,Ativa,18-04-2015,CA-2015-110849,90049,Ativa MDM8000 8-Sheet Micro-Cut Shredder,$97.00,West,Consumer,23-04-2015,Standard Class,California,Machines,0.2,1,0.34,4,288
Technology,San Diego,United States,Bill Donatelli,Other,24-06-2017,CA-2017-130680,92024,Macally Suction Cup Mount,-$10.00,West,Consumer,29-06-2017,Standard Class,California,Phones,0.2,1,-0.25,4,38
Technology,San Diego,United States,Annie Zypern,Anker,05-02-2017,CA-2017-100993,92037,Anker Astro 15000mAh USB Portable Charger,-$32.00,West,Consumer,10-02-2017,Standard Class,California,Phones,0.2,1,-0.2,4,160
Technology,Los Angeles,United States,Lena Radford,Cisco,02-09-2017,CA-2017-126732,90036,Cisco Unified IP Phone 7945G VoIP phone,$68.00,West,Consumer,06-09-2017,Standard Class,California,Phones,0.2,1,0.06,4,1091
Technology,Los Angeles,United States,Vivek Gonzalez,Panasonic,06-08-2017,CA-2017-151092,90032,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,$18.00,West,Consumer,13-08-2017,Standard Class,California,Phones,0.2,1,0.09,4,211
Technology,Los Angeles,United States,Doug O'Connell,Griffin,27-11-2018,CA-2018-133207,90036,Griffin GC17055 Auxiliary Audio Cable,$6.00,West,Consumer,03-12-2018,Standard Class,California,Phones,0.2,1,0.1,4,58
Technology,Santa Ana,United States,Stewart Visinsky,Cisco,26-05-2017,CA-2017-148852,92704,Cisco SPA508G,$24.00,West,Consumer,31-05-2017,Standard Class,California,Phones,0.2,1,0.11,4,211
Technology,Brentwood,United States,Arianne Irving,HTC,29-12-2015,CA-2015-102330,94513,HTC One,$36.00,West,Consumer,03-01-2016,Standard Class,California,Phones,0.2,1,0.11,4,320
Technology,San Diego,United States,Brian Stugart,RCA,17-11-2016,CA-2016-126725,92105,RCA ViSYS 25825 Wireless digital phone,$52.00,West,Consumer,21-11-2016,Standard Class,California,Phones,0.2,1,0.13,4,416
Technology,Tigard,United States,Natalie Webber,Jawbone,26-11-2015,CA-2015-168984,97224,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,-$88.00,West,Consumer,02-12-2015,Standard Class,Oregon,Phones,0.2,1,-0.2,4,438
Technology,Redmond,United States,William Brown,AT&T,10-08-2016,US-2016-156496,97756,AT&T 1080 Corded phone,$38.00,West,Consumer,16-08-2016,Standard Class,Oregon,Phones,0.2,1,0.09,4,438
Technology,Phoenix,United States,John Murray,Samsung,16-08-2016,US-2016-128090,85023,Samsung Galaxy S4 Mini,$211.00,West,Consumer,22-08-2016,Standard Class,Arizona,Phones,0.2,1,0.11,5,1880
Technology,Mesa,United States,John Lucas,Samsung,02-04-2016,US-2016-142811,85204,Samsung HM1900 Bluetooth Headset,$33.00,West,Consumer,07-04-2016,Standard Class,Arizona,Phones,0.2,1,0.38,5,88
Technology,Los Angeles,United States,Russell D'Ascenzo,Motorola,25-07-2016,CA-2016-139248,90032,Motorola L703CM,$39.00,West,Consumer,30-07-2016,Standard Class,California,Phones,0.2,1,0.06,5,624
Technology,Dublin,United States,Ken Lonsdale,Samsung,13-11-2018,US-2018-140312,94568,Samsung Replacement EH64AVFWE Premium Headset,$1.00,West,Consumer,19-11-2018,Standard Class,California,Phones,0.2,1,0.06,5,22
Technology,Los Angeles,United States,Richard Bierner,Logitech,25-11-2015,US-2015-144078,90004,Logitech Mobile Speakerphone P710e - speaker phone,$47.00,West,Consumer,29-11-2015,Standard Class,California,Phones,0.2,1,0.09,5,540
Technology,San Jose,United States,Greg Matthias,Other,10-05-2015,CA-2015-103310,95123,Wilson Electronics DB Pro Signal Booster,$125.00,West,Consumer,15-05-2015,Standard Class,California,Phones,0.2,1,0.09,5,1432
Technology,Los Angeles,United States,Mick Crebagga,Plantronics,18-06-2015,CA-2015-123855,90036,Plantronics Cordless Phone Headset with In-line Volume - M214C,$12.00,West,Consumer,23-06-2015,Standard Class,California,Phones,0.2,1,0.09,5,140
Technology,San Francisco,United States,George Ashbrook,Plantronics,17-04-2016,CA-2016-155306,94122,Plantronics Calisto P620-M USB Wireless Speakerphone System,$69.00,West,Consumer,21-04-2016,Standard Class,California,Phones,0.2,1,0.09,5,784
Technology,San Diego,United States,Jay Kimmel,GE,07-08-2018,US-2018-155999,92105,GE DSL Phone Line Filter,$18.00,West,Consumer,13-08-2018,Standard Class,California,Phones,0.2,1,0.11,5,160
Technology,Los Angeles,United States,Tracy Zic,AT&T,22-02-2017,US-2017-143280,90045,AT&T 1070 Corded Phone,$56.00,West,Consumer,26-02-2017,Standard Class,California,Phones,0.2,1,0.13,5,446
Technology,Los Angeles,United States,James Galang,Other,19-12-2016,CA-2016-157084,90049,ShoreTel ShorePhone IP 230 VoIP phone,$84.00,West,Consumer,24-12-2016,Standard Class,California,Phones,0.2,1,0.13,5,676
Technology,Los Angeles,United States,Bruce Geld,Panasonic,30-08-2017,CA-2017-165995,90008,Panasonic KX TS3282W Corded phone,$42.00,West,Consumer,06-09-2017,Standard Class,California,Phones,0.2,1,0.13,5,340
Technology,Kent,United States,Arianne Irving,Other,10-05-2015,CA-2015-159709,98031,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",$4.00,West,Consumer,15-05-2015,Standard Class,Washington,Phones,0.2,1,0.1,5,44
Technology,Los Angeles,United States,Clay Ludtke,Zebra,30-12-2016,CA-2016-135580,90049,Zebra GX420t Direct Thermal/Thermal Transfer Printer,$287.00,West,Consumer,03-01-2017,Standard Class,California,Machines,0.2,1,0.11,6,2549
Technology,Los Angeles,United States,Jill Matthias,Texas Instruments,14-08-2017,CA-2017-136021,90045,Texas Instruments TI-34 Scientific Calculator,$36.00,West,Consumer,18-08-2017,Standard Class,California,Machines,0.2,1,0.34,6,106
Technology,Los Angeles,United States,Sarah Brown,Other,22-05-2016,CA-2016-149846,90045,Aastra 57i VoIP phone,$58.00,West,Consumer,26-05-2016,Standard Class,California,Phones,0.2,1,0.08,6,776
Technology,Glendale,United States,Frank Olsen,Memorex,08-06-2018,US-2018-107979,85301,Memorex Micro Travel Drive 16 GB,$12.00,West,Consumer,13-06-2018,Standard Class,Arizona,Accessories,0.2,1,0.14,7,90
Technology,Portland,United States,Ruben Dartt,Logitech,07-09-2018,CA-2018-124401,97206,Logitech Wireless Marathon Mouse M705,$80.00,West,Consumer,12-09-2018,Standard Class,Oregon,Accessories,0.2,1,0.29,7,280
Technology,Los Angeles,United States,Sarah Brown,Zebra,22-05-2016,CA-2016-149846,90045,Zebra GX420t Direct Thermal/Thermal Transfer Printer,$334.00,West,Consumer,26-05-2016,Standard Class,California,Machines,0.2,1,0.11,7,2973
Technology,Los Angeles,United States,Mike Gockenbach,Motorola,07-10-2018,CA-2018-108574,90045,Motorola HK250 Universal Bluetooth Headset,-$29.00,West,Consumer,11-10-2018,Standard Class,California,Phones,0.2,1,-0.23,7,129
Technology,Oakland,United States,Lena Creighton,Other,20-11-2016,CA-2016-124058,94601,Gear Head AU3700S Headset,-$15.00,West,Consumer,24-11-2016,Standard Class,California,Phones,0.2,1,-0.21,7,73
Technology,Los Angeles,United States,Erica Smith,Panasonic,15-09-2018,US-2018-163300,90049,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,$32.00,West,Consumer,21-09-2018,Standard Class,California,Phones,0.2,1,0.09,7,370
